X,unigram,unifreq,prob
66823,31k,3,4.42798070991716e-09
66824,31pm,3,4.42798070991716e-09
66825,330am,3,4.42798070991716e-09
66826,350m,3,4.42798070991716e-09
66827,35m,3,4.42798070991716e-09
66828,35p,3,4.42798070991716e-09
66829,360s,3,4.42798070991716e-09
66830,3651holboro,3,4.42798070991716e-09
66831,38d,3,4.42798070991716e-09
66832,3birds,3,4.42798070991716e-09
66833,3br,3,4.42798070991716e-09
66834,3cm,3,4.42798070991716e-09
66835,3cpdx,3,4.42798070991716e-09
66836,3d6,3,4.42798070991716e-09
66837,3days,3,4.42798070991716e-09
66838,3ft,3,4.42798070991716e-09
66839,3gb,3,4.42798070991716e-09
66840,3i,3,4.42798070991716e-09
66841,3mi,3,4.42798070991716e-09
66842,3o,3,4.42798070991716e-09
66843,3oh3,3,4.42798070991716e-09
66844,3r,3,4.42798070991716e-09
66845,3u,3,4.42798070991716e-09
66846,3weeks,3,4.42798070991716e-09
66847,3wks,3,4.42798070991716e-09
66848,3x3,3,4.42798070991716e-09
66849,3x4,3,4.42798070991716e-09
66850,3x5,3,4.42798070991716e-09
66851,4000th,3,4.42798070991716e-09
66852,400ml,3,4.42798070991716e-09
66853,400mm,3,4.42798070991716e-09
66854,401ks,3,4.42798070991716e-09
66855,40c,3,4.42798070991716e-09
66856,40g,3,4.42798070991716e-09
66857,40lbs,3,4.42798070991716e-09
66858,41pm,3,4.42798070991716e-09
66859,430pm,3,4.42798070991716e-09
66860,44pm,3,4.42798070991716e-09
66861,450th,3,4.42798070991716e-09
66862,45c,3,4.42798070991716e-09
66863,45mph,3,4.42798070991716e-09
66864,46pm,3,4.42798070991716e-09
66865,4820kingstreet,3,4.42798070991716e-09
66866,4all,3,4.42798070991716e-09
66867,4bn,3,4.42798070991716e-09
66868,4f,3,4.42798070991716e-09
66869,4gs,3,4.42798070991716e-09
66870,4hb,3,4.42798070991716e-09
66871,4hours,3,4.42798070991716e-09
66872,4life,3,4.42798070991716e-09
66873,4mb,3,4.42798070991716e-09
66874,4mg,3,4.42798070991716e-09
66875,4my,3,4.42798070991716e-09
66876,4pc,3,4.42798070991716e-09
66877,4tet,3,4.42798070991716e-09
66878,4thi,3,4.42798070991716e-09
66879,4x200,3,4.42798070991716e-09
66880,4x8,3,4.42798070991716e-09
66881,50c,3,4.42798070991716e-09
66882,50cm,3,4.42798070991716e-09
66883,512mb,3,4.42798070991716e-09
66884,51pm,3,4.42798070991716e-09
66885,530am,3,4.42798070991716e-09
66886,550d,3,4.42798070991716e-09
66887,55mm,3,4.42798070991716e-09
66888,56f,3,4.42798070991716e-09
66889,56th,3,4.42798070991716e-09
66890,57degrees,3,4.42798070991716e-09
66891,581g,3,4.42798070991716e-09
66892,59p,3,4.42798070991716e-09
66893,5admission,3,4.42798070991716e-09
66894,5days,3,4.42798070991716e-09
66895,5hour,3,4.42798070991716e-09
66896,5lb,3,4.42798070991716e-09
66897,5mb,3,4.42798070991716e-09
66898,5pts,3,4.42798070991716e-09
66899,5star,3,4.42798070991716e-09
66900,5starfishoil,3,4.42798070991716e-09
66901,5stars,3,4.42798070991716e-09
66902,5x11,3,4.42798070991716e-09
66903,5x2,3,4.42798070991716e-09
66904,600m,3,4.42798070991716e-09
66905,60f,3,4.42798070991716e-09
66906,63f,3,4.42798070991716e-09
66907,64bit,3,4.42798070991716e-09
66908,64f,3,4.42798070991716e-09
66909,666th,3,4.42798070991716e-09
66910,67f,3,4.42798070991716e-09
66911,68k,3,4.42798070991716e-09
66912,6c,3,4.42798070991716e-09
66913,6gb,3,4.42798070991716e-09
66914,6hours,3,4.42798070991716e-09
66915,6in,3,4.42798070991716e-09
66916,6km,3,4.42798070991716e-09
66917,6lb,3,4.42798070991716e-09
66918,6million,3,4.42798070991716e-09
66919,6min,3,4.42798070991716e-09
66920,700k,3,4.42798070991716e-09
66921,700m,3,4.42798070991716e-09
66922,70mm,3,4.42798070991716e-09
66923,70p,3,4.42798070991716e-09
66924,71f,3,4.42798070991716e-09
66925,720p,3,4.42798070991716e-09
66926,72hrs,3,4.42798070991716e-09
66927,730am,3,4.42798070991716e-09
66928,73k,3,4.42798070991716e-09
66929,747s,3,4.42798070991716e-09
66930,75p,3,4.42798070991716e-09
66931,79f,3,4.42798070991716e-09
66932,7months,3,4.42798070991716e-09
66933,7news,3,4.42798070991716e-09
66934,7x,3,4.42798070991716e-09
66935,80ml,3,4.42798070991716e-09
66936,85mm,3,4.42798070991716e-09
66937,86k,3,4.42798070991716e-09
66938,88m,3,4.42798070991716e-09
66939,88mph,3,4.42798070991716e-09
66940,88th,3,4.42798070991716e-09
66941,8g,3,4.42798070991716e-09
66942,8ish,3,4.42798070991716e-09
66943,8lb,3,4.42798070991716e-09
66944,8months,3,4.42798070991716e-09
66945,8mp,3,4.42798070991716e-09
66946,8o,3,4.42798070991716e-09
66947,8t,3,4.42798070991716e-09
66948,8yrs,3,4.42798070991716e-09
66949,90k,3,4.42798070991716e-09
66950,90mph,3,4.42798070991716e-09
66951,930am,3,4.42798070991716e-09
66952,97s,3,4.42798070991716e-09
66953,99w,3,4.42798070991716e-09
66954,9lbs,3,4.42798070991716e-09
66955,9x9,3,4.42798070991716e-09
66956,a1a,3,4.42798070991716e-09
66957,a5x,3,4.42798070991716e-09
66958,aaaaand,3,4.42798070991716e-09
66959,aaaack,3,4.42798070991716e-09
66960,aaaah,3,4.42798070991716e-09
66961,aaagh,3,4.42798070991716e-09
66962,aaahhhh,3,4.42798070991716e-09
66963,aacs,3,4.42798070991716e-09
66964,aada,3,4.42798070991716e-09
66965,aaduna,3,4.42798070991716e-09
66966,aadvantage,3,4.42798070991716e-09
66967,aae,3,4.42798070991716e-09
66968,aaf,3,4.42798070991716e-09
66969,aag,3,4.42798070991716e-09
66970,aagh,3,4.42798070991716e-09
66971,aaha,3,4.42798070991716e-09
66972,aahaha,3,4.42798070991716e-09
66973,aahhhh,3,4.42798070991716e-09
66974,aaohn,3,4.42798070991716e-09
66975,aardman,3,4.42798070991716e-09
66976,aargh,3,4.42798070991716e-09
66977,aaryan,3,4.42798070991716e-09
66978,abacha,3,4.42798070991716e-09
66979,abandonned,3,4.42798070991716e-09
66980,abasement,3,4.42798070991716e-09
66981,abating,3,4.42798070991716e-09
66982,abbe,3,4.42798070991716e-09
66983,abbotsford,3,4.42798070991716e-09
66984,abc7news,3,4.42798070991716e-09
66985,abca,3,4.42798070991716e-09
66986,abcd,3,4.42798070991716e-09
66987,abdc6,3,4.42798070991716e-09
66988,abdicate,3,4.42798070991716e-09
66989,abdulmutallab,3,4.42798070991716e-09
66990,abeachdude,3,4.42798070991716e-09
66991,abecedarian,3,4.42798070991716e-09
66992,abele,3,4.42798070991716e-09
66993,abellas,3,4.42798070991716e-09
66994,abenaki,3,4.42798070991716e-09
66995,abhimanyu,3,4.42798070991716e-09
66996,abhisit,3,4.42798070991716e-09
66997,abilty,3,4.42798070991716e-09
66998,abington,3,4.42798070991716e-09
66999,abjectly,3,4.42798070991716e-09
67000,abkhazia,3,4.42798070991716e-09
67001,ables,3,4.42798070991716e-09
67002,ablum,3,4.42798070991716e-09
67003,abm,3,4.42798070991716e-09
67004,abolishes,3,4.42798070991716e-09
67005,abominably,3,4.42798070991716e-09
67006,abominations,3,4.42798070991716e-09
67007,aboot,3,4.42798070991716e-09
67008,abortionists,3,4.42798070991716e-09
67009,abrahamic,3,4.42798070991716e-09
67010,abrasions,3,4.42798070991716e-09
67011,abridge,3,4.42798070991716e-09
67012,abrogate,3,4.42798070991716e-09
67013,absenteeism,3,4.42798070991716e-09
67014,absentia,3,4.42798070991716e-09
67015,absently,3,4.42798070991716e-09
67016,absolutist,3,4.42798070991716e-09
67017,absorbers,3,4.42798070991716e-09
67018,abstrakt,3,4.42798070991716e-09
67019,absurdum,3,4.42798070991716e-09
67020,abtherapper,3,4.42798070991716e-09
67021,abuela,3,4.42798070991716e-09
67022,abuelita,3,4.42798070991716e-09
67023,abus,3,4.42798070991716e-09
67024,abutting,3,4.42798070991716e-09
67025,accel,3,4.42798070991716e-09
67026,acclamation,3,4.42798070991716e-09
67027,accordian,3,4.42798070991716e-09
67028,accrues,3,4.42798070991716e-09
67029,acct#,3,4.42798070991716e-09
67030,acharya,3,4.42798070991716e-09
67031,acheron,3,4.42798070991716e-09
67032,achim,3,4.42798070991716e-09
67033,achivement,3,4.42798070991716e-09
67034,acho,3,4.42798070991716e-09
67035,acip,3,4.42798070991716e-09
67036,acker,3,4.42798070991716e-09
67037,ackermann,3,4.42798070991716e-09
67038,ackles,3,4.42798070991716e-09
67039,acknowledgments,3,4.42798070991716e-09
67040,ackroyd,3,4.42798070991716e-09
67041,acon,3,4.42798070991716e-09
67042,acoustical,3,4.42798070991716e-09
67043,acp,3,4.42798070991716e-09
67044,acquia,3,4.42798070991716e-09
67045,acquiesced,3,4.42798070991716e-09
67046,acquirer,3,4.42798070991716e-09
67047,acquit,3,4.42798070991716e-09
67048,acsi,3,4.42798070991716e-09
67049,actaully,3,4.42798070991716e-09
67050,actioner,3,4.42798070991716e-09
67051,actionscript,3,4.42798070991716e-09
67052,activites,3,4.42798070991716e-09
67053,actuators,3,4.42798070991716e-09
67054,acually,3,4.42798070991716e-09
67055,acuff,3,4.42798070991716e-09
67056,adachi,3,4.42798070991716e-09
67057,adah,3,4.42798070991716e-09
67058,adamantium,3,4.42798070991716e-09
67059,adamo,3,4.42798070991716e-09
67060,adamsville,3,4.42798070991716e-09
67061,adan,3,4.42798070991716e-09
67062,adanna,3,4.42798070991716e-09
67063,adaptions,3,4.42798070991716e-09
67064,adder,3,4.42798070991716e-09
67065,addisyn,3,4.42798070991716e-09
67066,addle,3,4.42798070991716e-09
67067,adel,3,4.42798070991716e-09
67068,adelbert,3,4.42798070991716e-09
67069,adema,3,4.42798070991716e-09
67070,adenoids,3,4.42798070991716e-09
67071,aderall,3,4.42798070991716e-09
67072,ades,3,4.42798070991716e-09
67073,adichie,3,4.42798070991716e-09
67074,adina,3,4.42798070991716e-09
67075,adjudicated,3,4.42798070991716e-09
67076,admen,3,4.42798070991716e-09
67077,adn,3,4.42798070991716e-09
67078,ador,3,4.42798070991716e-09
67079,adorama,3,4.42798070991716e-09
67080,adresses,3,4.42798070991716e-09
67081,adrianna,3,4.42798070991716e-09
67082,adriannas,3,4.42798070991716e-09
67083,adriatico,3,4.42798070991716e-09
67084,adriens,3,4.42798070991716e-09
67085,adtr,3,4.42798070991716e-09
67086,adulterated,3,4.42798070991716e-09
67087,advertorial,3,4.42798070991716e-09
67088,advisee,3,4.42798070991716e-09
67089,aed,3,4.42798070991716e-09
67090,aejo,3,4.42798070991716e-09
67091,aeneas,3,4.42798070991716e-09
67092,aerating,3,4.42798070991716e-09
67093,aerials,3,4.42798070991716e-09
67094,aeromexico,3,4.42798070991716e-09
67095,aeropress,3,4.42798070991716e-09
67096,aes,3,4.42798070991716e-09
67097,aeschylus,3,4.42798070991716e-09
67098,aether,3,4.42798070991716e-09
67099,afd,3,4.42798070991716e-09
67100,affidavits,3,4.42798070991716e-09
67101,affix,3,4.42798070991716e-09
67102,afflict,3,4.42798070991716e-09
67103,affordances,3,4.42798070991716e-09
67104,affording,3,4.42798070991716e-09
67105,afk,3,4.42798070991716e-09
67106,aflac,3,4.42798070991716e-09
67107,afn,3,4.42798070991716e-09
67108,afo,3,4.42798070991716e-09
67109,africana,3,4.42798070991716e-09
67110,africom,3,4.42798070991716e-09
67111,afrikaburn,3,4.42798070991716e-09
67112,afros,3,4.42798070991716e-09
67113,aftereffects,3,4.42798070991716e-09
67114,afv,3,4.42798070991716e-09
67115,afzal,3,4.42798070991716e-09
67116,againand,3,4.42798070991716e-09
67117,againn,3,4.42798070991716e-09
67118,againts,3,4.42798070991716e-09
67119,agama,3,4.42798070991716e-09
67120,agamemnon,3,4.42798070991716e-09
67121,agapanthus,3,4.42798070991716e-09
67122,agars,3,4.42798070991716e-09
67123,agco,3,4.42798070991716e-09
67124,ageism,3,4.42798070991716e-09
67125,agger,3,4.42798070991716e-09
67126,aggh,3,4.42798070991716e-09
67127,aggra,3,4.42798070991716e-09
67128,aggrandizing,3,4.42798070991716e-09
67129,aggregations,3,4.42798070991716e-09
67130,aggresive,3,4.42798070991716e-09
67131,aghhhhh,3,4.42798070991716e-09
67132,agi,3,4.42798070991716e-09
67133,aginst,3,4.42798070991716e-09
67134,agms,3,4.42798070991716e-09
67135,agnst,3,4.42798070991716e-09
67136,agobut,3,4.42798070991716e-09
67137,agog,3,4.42798070991716e-09
67138,agonise,3,4.42798070991716e-09
67139,agood,3,4.42798070991716e-09
67140,agoraphobic,3,4.42798070991716e-09
67141,agotrop,3,4.42798070991716e-09
67142,agri,3,4.42798070991716e-09
67143,agricultures,3,4.42798070991716e-09
67144,agst,3,4.42798070991716e-09
67145,aguado,3,4.42798070991716e-09
67146,aguilara,3,4.42798070991716e-09
67147,agustin,3,4.42798070991716e-09
67148,ahahahahah,3,4.42798070991716e-09
67149,ahahahahahaha,3,4.42798070991716e-09
67150,ahahahahahahaha,3,4.42798070991716e-09
67151,ahahha,3,4.42798070991716e-09
67152,ahalya,3,4.42798070991716e-09
67153,aherne,3,4.42798070991716e-09
67154,ahhaaa,3,4.42798070991716e-09
67155,ahhing,3,4.42798070991716e-09
67156,ahistorical,3,4.42798070991716e-09
67157,ahluwalia,3,4.42798070991716e-09
67158,ahman,3,4.42798070991716e-09
67159,ahmanson,3,4.42798070991716e-09
67160,ahn,3,4.42798070991716e-09
67161,ahoya,3,4.42798070991716e-09
67162,ahsan,3,4.42798070991716e-09
67163,ahve,3,4.42798070991716e-09
67164,ahw,3,4.42798070991716e-09
67165,aiba,3,4.42798070991716e-09
67166,aicpa,3,4.42798070991716e-09
67167,aicte,3,4.42798070991716e-09
67168,aiint,3,4.42798070991716e-09
67169,aiji,3,4.42798070991716e-09
67170,aikidoka,3,4.42798070991716e-09
67171,aiko,3,4.42798070991716e-09
67172,ail,3,4.42798070991716e-09
67173,ailee,3,4.42798070991716e-09
67174,aileen,3,4.42798070991716e-09
67175,ailey,3,4.42798070991716e-09
67176,aio,3,4.42798070991716e-09
67177,aiport,3,4.42798070991716e-09
67178,airavata,3,4.42798070991716e-09
67179,airblade,3,4.42798070991716e-09
67180,airdrie,3,4.42798070991716e-09
67181,airfields,3,4.42798070991716e-09
67182,airfix,3,4.42798070991716e-09
67183,airforce,3,4.42798070991716e-09
67184,airstrike,3,4.42798070991716e-09
67185,airtel,3,4.42798070991716e-09
67186,aitken,3,4.42798070991716e-09
67187,aja,3,4.42798070991716e-09
67188,ajr,3,4.42798070991716e-09
67189,akai,3,4.42798070991716e-09
67190,akash,3,4.42798070991716e-09
67191,akb48s,3,4.42798070991716e-09
67192,ake,3,4.42798070991716e-09
67193,akinobu,3,4.42798070991716e-09
67194,akio,3,4.42798070991716e-09
67195,akkad,3,4.42798070991716e-09
67196,akong,3,4.42798070991716e-09
67197,akutagawa,3,4.42798070991716e-09
67198,alaba,3,4.42798070991716e-09
67199,alacrity,3,4.42798070991716e-09
67200,alaikum,3,4.42798070991716e-09
67201,alambrista,3,4.42798070991716e-09
67202,alamodome,3,4.42798070991716e-09
67203,alans,3,4.42798070991716e-09
67204,alarmism,3,4.42798070991716e-09
67205,alaskas,3,4.42798070991716e-09
67206,albans,3,4.42798070991716e-09
67207,albemarle,3,4.42798070991716e-09
67208,albers,3,4.42798070991716e-09
67209,albertson,3,4.42798070991716e-09
67210,albertsons,3,4.42798070991716e-09
67211,albi,3,4.42798070991716e-09
67212,albie,3,4.42798070991716e-09
67213,alblackica,3,4.42798070991716e-09
67214,albrecht,3,4.42798070991716e-09
67215,albumen,3,4.42798070991716e-09
67216,alchohol,3,4.42798070991716e-09
67217,alcide,3,4.42798070991716e-09
67218,alcl,3,4.42798070991716e-09
67219,alcotts,3,4.42798070991716e-09
67220,alcoves,3,4.42798070991716e-09
67221,alderson,3,4.42798070991716e-09
67222,aldine,3,4.42798070991716e-09
67223,aldred,3,4.42798070991716e-09
67224,alds,3,4.42798070991716e-09
67225,aleast,3,4.42798070991716e-09
67226,aleck,3,4.42798070991716e-09
67227,alejandra,3,4.42798070991716e-09
67228,alek,3,4.42798070991716e-09
67229,aleks,3,4.42798070991716e-09
67230,aleksandar,3,4.42798070991716e-09
67231,aleksandr,3,4.42798070991716e-09
67232,aleman,3,4.42798070991716e-09
67233,alergic,3,4.42798070991716e-09
67234,alergies,3,4.42798070991716e-09
67235,alesana,3,4.42798070991716e-09
67236,alesis,3,4.42798070991716e-09
67237,alessa,3,4.42798070991716e-09
67238,aleutian,3,4.42798070991716e-09
67239,alewife,3,4.42798070991716e-09
67240,alexmontaldo,3,4.42798070991716e-09
67241,aley,3,4.42798070991716e-09
67242,alger,3,4.42798070991716e-09
67243,alienable,3,4.42798070991716e-09
67244,aligator,3,4.42798070991716e-09
67245,alii,3,4.42798070991716e-09
67246,aline,3,4.42798070991716e-09
67247,alise,3,4.42798070991716e-09
67248,alit,3,4.42798070991716e-09
67249,alize,3,4.42798070991716e-09
67250,aljazeera,3,4.42798070991716e-09
67251,aljira,3,4.42798070991716e-09
67252,alki,3,4.42798070991716e-09
67253,alland,3,4.42798070991716e-09
67254,allard,3,4.42798070991716e-09
67255,allayed,3,4.42798070991716e-09
67256,allegra,3,4.42798070991716e-09
67257,allende,3,4.42798070991716e-09
67258,alleyne,3,4.42798070991716e-09
67259,allez,3,4.42798070991716e-09
67260,allgood,3,4.42798070991716e-09
67261,allingham,3,4.42798070991716e-09
67262,allmusic,3,4.42798070991716e-09
67263,allnighter,3,4.42798070991716e-09
67264,allopathic,3,4.42798070991716e-09
67265,allright,3,4.42798070991716e-09
67266,allsorts,3,4.42798070991716e-09
67267,alltogether,3,4.42798070991716e-09
67268,allwidoiswin,3,4.42798070991716e-09
67269,allys,3,4.42798070991716e-09
67270,almagro,3,4.42798070991716e-09
67271,almanacs,3,4.42798070991716e-09
67272,almeida,3,4.42798070991716e-09
67273,almeria,3,4.42798070991716e-09
67274,alongs,3,4.42798070991716e-09
67275,aloysius,3,4.42798070991716e-09
67276,alpacas,3,4.42798070991716e-09
67277,alpfa,3,4.42798070991716e-09
67278,alphabakes,3,4.42798070991716e-09
67279,alphaeus,3,4.42798070991716e-09
67280,alrigh,3,4.42798070991716e-09
67281,alrightt,3,4.42798070991716e-09
67282,altamonte,3,4.42798070991716e-09
67283,altbier,3,4.42798070991716e-09
67284,altercations,3,4.42798070991716e-09
67285,altitudes,3,4.42798070991716e-09
67286,altmire,3,4.42798070991716e-09
67287,altoona,3,4.42798070991716e-09
67288,altruist,3,4.42798070991716e-09
67289,alts,3,4.42798070991716e-09
67290,alumn,3,4.42798070991716e-09
67291,alvah,3,4.42798070991716e-09
67292,alwa,3,4.42798070991716e-09
67293,alyza,3,4.42798070991716e-09
67294,am1510,3,4.42798070991716e-09
67295,amaa,3,4.42798070991716e-09
67296,amador,3,4.42798070991716e-09
67297,amaker,3,4.42798070991716e-09
67298,amal,3,4.42798070991716e-09
67299,amano,3,4.42798070991716e-09
67300,amaretti,3,4.42798070991716e-09
67301,amata,3,4.42798070991716e-09
67302,amaya,3,4.42798070991716e-09
67303,ambedkar,3,4.42798070991716e-09
67304,ambles,3,4.42798070991716e-09
67305,ameliorating,3,4.42798070991716e-09
67306,americanism,3,4.42798070991716e-09
67307,americanists,3,4.42798070991716e-09
67308,americarecyclesday,3,4.42798070991716e-09
67309,amerigo,3,4.42798070991716e-09
67310,amerindians,3,4.42798070991716e-09
67311,ameristar,3,4.42798070991716e-09
67312,amico,3,4.42798070991716e-09
67313,amile,3,4.42798070991716e-09
67314,aminata,3,4.42798070991716e-09
67315,amini,3,4.42798070991716e-09
67316,amla,3,4.42798070991716e-09
67317,amlie,3,4.42798070991716e-09
67318,amlo,3,4.42798070991716e-09
67319,amm,3,4.42798070991716e-09
67320,ammon,3,4.42798070991716e-09
67321,ammons,3,4.42798070991716e-09
67322,amnesiac,3,4.42798070991716e-09
67323,amoled,3,4.42798070991716e-09
67324,amorc,3,4.42798070991716e-09
67325,amoxicillin,3,4.42798070991716e-09
67326,ampeg,3,4.42798070991716e-09
67327,ampere,3,4.42798070991716e-09
67328,amplification,3,4.42798070991716e-09
67329,amplitude,3,4.42798070991716e-09
67330,amputate,3,4.42798070991716e-09
67331,amrita,3,4.42798070991716e-09
67332,amstel,3,4.42798070991716e-09
67333,amukamara,3,4.42798070991716e-09
67334,amyloid,3,4.42798070991716e-09
67335,amyre,3,4.42798070991716e-09
67336,anabuse,3,4.42798070991716e-09
67337,anacortes,3,4.42798070991716e-09
67338,analogical,3,4.42798070991716e-09
67339,anand,3,4.42798070991716e-09
67340,anansa,3,4.42798070991716e-09
67341,anaphylaxis,3,4.42798070991716e-09
67342,anarchic,3,4.42798070991716e-09
67343,anasazi,3,4.42798070991716e-09
67344,anatolia,3,4.42798070991716e-09
67345,anbody,3,4.42798070991716e-09
67346,ancora,3,4.42798070991716e-09
67347,and1,3,4.42798070991716e-09
67348,andaman,3,4.42798070991716e-09
67349,andean,3,4.42798070991716e-09
67350,andersens,3,4.42798070991716e-09
67351,andersonville,3,4.42798070991716e-09
67352,andrade,3,4.42798070991716e-09
67353,andreessen,3,4.42798070991716e-09
67354,andronicus,3,4.42798070991716e-09
67355,andyou,3,4.42798070991716e-09
67356,angelinos,3,4.42798070991716e-09
67357,angell,3,4.42798070991716e-09
67358,angella,3,4.42798070991716e-09
67359,angiogram,3,4.42798070991716e-09
67360,angioplasty,3,4.42798070991716e-09
67361,anglada,3,4.42798070991716e-09
67362,anglaise,3,4.42798070991716e-09
67363,anglian,3,4.42798070991716e-09
67364,anglin,3,4.42798070991716e-09
67365,anglophone,3,4.42798070991716e-09
67366,anglos,3,4.42798070991716e-09
67367,angriest,3,4.42798070991716e-09
67368,anh,3,4.42798070991716e-09
67369,animaniacs,3,4.42798070991716e-09
67370,animatedly,3,4.42798070991716e-09
67371,animatronics,3,4.42798070991716e-09
67372,animee,3,4.42798070991716e-09
67373,animism,3,4.42798070991716e-09
67374,animists,3,4.42798070991716e-09
